customer_key,customer_number,customer_name,age_group,cust_segmentation,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,time_spam,avg_order_value,avg_monthly_value,active_customer
5680,AW00016679,Amber Carter,40-49,New,2013-03-31,145,2,107.0,5.0,5,1,53.5,107.0,False
5685,AW00016684,Joel Perez,50-59,Regular,2013-12-01,137,2,4158.0,4.0,4,33,2079.0,126.0,False
5686,AW00016685,Robin Dominguez,50-59,Regular,2013-12-10,136,2,4183.0,5.0,5,34,2091.5,123.03,False
5687,AW00016686,Kristine Alonso,50-59,Regular,2013-12-24,136,2,4157.0,5.0,5,34,2078.5,122.26,False
5688,AW00016687,Lawrence Romero,50-59,VIP,2013-01-16,147,2,6026.0,5.0,5,23,3013.0,262.0,False
5689,AW00016688,Tabitha Gomez,50-59,VIP,2012-12-29,148,2,6080.0,4.0,4,22,3040.0,276.36,False
5690,AW00016689,Rafael Shen,50-59,New,2013-08-20,140,2,291.0,6.0,5,0,145.5,291.0,False
5691,AW00016690,Aimee Wu,50-59,New,2013-10-01,139,2,166.0,5.0,5,0,83.0,166.0,False
5692,AW00016691,Paula Romero,50-59,Regular,2013-03-13,145,2,4471.0,4.0,4,24,2235.5,186.29,False
5694,AW00016693,Ethan Coleman,50-59,VIP,2013-01-03,148,2,6060.0,5.0,5,22,3030.0,275.45,False
5697,AW00016696,Claudia Zeng,50-59,Regular,2013-03-07,145,2,4506.0,3.0,3,25,2253.0,180.24,False
5702,AW00016701,Laura Zheng,40-49,Regular,2013-03-20,145,2,4426.0,4.0,4,25,2213.0,177.04,False
5703,AW00016702,Patricia Raman,50-59,VIP,2013-01-05,147,2,6021.0,2.0,2,22,3010.5,273.68,False
5704,AW00016703,Denise Sanchez,50-59,VIP,2013-02-03,147,2,6090.0,5.0,5,23,3045.0,264.78,False
5708,AW00016707,Derrick Serrano,60 & Above,Regular,2013-04-06,144,2,4377.0,3.0,3,25,2188.5,175.08,False
5709,AW00016708,Kellie Sanz,50-59,Regular,2013-04-25,144,2,4406.0,4.0,4,26,2203.0,169.46,False
5710,AW00016709,Roy Alvarez,60 & Above,New,2013-07-25,141,2,144.0,5.0,5,0,72.0,144.0,False
5713,AW00016712,Suzanne Lu,60 & Above,Regular,2013-04-15,144,2,4417.0,3.0,3,26,2208.5,169.88,False
5714,AW00016713,Tony Nara,60 & Above,VIP,2013-02-08,146,2,6090.0,5.0,5,23,3045.0,264.78,False
5728,AW00016727,Charles Johnston,30-39,New,2013-05-31,143,1,2451.0,2.0,2,0,2451.0,2451.0,False
5729,AW00016728,Cole Morris,30-39,New,2013-06-09,142,1,2443.0,1.0,1,0,2443.0,2443.0,False
5731,AW00016730,Mariah Long,60 & Above,New,2014-01-21,135,2,141.0,5.0,5,1,70.5,141.0,False
5733,AW00016732,Natalie Flores,40-49,New,2013-07-19,141,1,2451.0,2.0,2,0,2451.0,2451.0,False
5735,AW00016734,Emma Martinez,60 & Above,New,2013-06-11,142,2,129.0,3.0,3,1,64.5,129.0,False
5741,AW00016740,Elijah Li,60 & Above,VIP,2013-02-14,146,2,6099.0,5.0,5,24,3049.5,254.13,False
5742,AW00016741,Alan Xu,60 & Above,VIP,2013-03-20,145,2,6056.0,3.0,3,25,3028.0,242.24,False
5743,AW00016742,Mitchell Pal,60 & Above,VIP,2013-03-14,145,2,6044.0,5.0,5,24,3022.0,251.83,False
5744,AW00016743,Ariana Stewart,60 & Above,VIP,2013-03-29,145,2,6070.0,5.0,5,26,3035.0,233.46,False
5745,AW00016744,Lacey Guo,60 & Above,VIP,2013-03-08,145,2,6070.0,5.0,5,24,3035.0,252.92,False
5746,AW00016745,Krista Moreno,60 & Above,VIP,2013-03-21,145,2,6021.0,2.0,2,25,3010.5,240.84,False
5748,AW00016747,Alexander Davis,40-49,New,2013-06-30,142,1,2480.0,3.0,3,0,2480.0,2480.0,False
5752,AW00016751,Aaron Scott,40-49,New,2013-07-20,141,1,2492.0,4.0,4,0,2492.0,2492.0,False
5753,AW00016752,Mason Wright,40-49,New,2013-08-17,140,1,2512.0,4.0,4,0,2512.0,2512.0,False
5754,AW00016753,Rachel Harris,40-49,New,2013-10-19,138,1,2320.0,1.0,1,0,2320.0,2320.0,False
5755,AW00016754,Alex Bell,40-49,New,2013-08-02,141,2,3118.0,7.0,7,4,1559.0,779.5,False
5756,AW00016755,Olivia James,40-49,New,2013-10-19,138,1,2317.0,2.0,2,0,2317.0,2317.0,False
5757,AW00016756,Richard Allen,50-59,New,2013-10-16,138,1,2396.0,3.0,3,0,2396.0,2396.0,False
5759,AW00016758,Justin Perry,40-49,New,2013-08-22,140,2,3062.0,2.0,2,2,1531.0,1531.0,False
5762,AW00016761,Angel Ward,40-49,New,2013-09-21,139,1,2476.0,2.0,2,0,2476.0,2476.0,False
5763,AW00016762,Franklin Ferrier,40-49,New,2013-09-22,139,1,2480.0,3.0,3,0,2480.0,2480.0,False
5764,AW00016763,Juan Suarez,40-49,New,2013-04-11,144,1,1701.0,1.0,1,0,1701.0,1701.0,False
5765,AW00016764,Thomas Davis,40-49,New,2013-05-21,143,1,1760.0,3.0,3,0,1760.0,1760.0,False
5771,AW00016770,Charles Rogers,40-49,New,2013-09-07,139,1,2478.0,2.0,2,0,2478.0,2478.0,False
5777,AW00016776,Dalton Lewis,40-49,New,2013-09-28,139,1,2443.0,1.0,1,0,2443.0,2443.0,False
5778,AW00016777,Cameron Simmons,60 & Above,New,2013-02-24,146,1,125.0,2.0,2,0,125.0,125.0,False
5779,AW00016778,Blake Hayes,60 & Above,New,2013-10-27,138,1,2541.0,4.0,4,0,2541.0,2541.0,False
5780,AW00016779,Morgan Watson,60 & Above,New,2013-10-24,138,1,2297.0,2.0,2,0,2297.0,2297.0,False
5783,AW00016782,Lucas Clark,60 & Above,New,2013-10-08,138,1,2482.0,4.0,4,0,2482.0,2482.0,False
5784,AW00016783,Grace Barnes,60 & Above,New,2013-11-22,137,1,2457.0,3.0,3,0,2457.0,2457.0,False
5785,AW00016784,Chloe Long,60 & Above,New,2013-05-02,144,1,1736.0,2.0,2,0,1736.0,1736.0,False
5786,AW00016785,Christian Lee,60 & Above,New,2013-09-30,139,1,2343.0,4.0,4,0,2343.0,2343.0,False
5787,AW00016786,Lucas Reed,60 & Above,New,2013-10-26,138,1,2295.0,1.0,1,0,2295.0,2295.0,False
5790,AW00016789,Jennifer Harris,60 & Above,New,2013-12-19,136,1,2443.0,1.0,1,0,2443.0,2443.0,False
5791,AW00016790,Hunter Lopez,60 & Above,New,2013-12-25,136,1,2565.0,5.0,5,0,2565.0,2565.0,False
5792,AW00016791,Leonard Yuan,60 & Above,New,2013-05-23,143,1,1730.0,3.0,3,0,1730.0,1730.0,False
5793,AW00016792,Maria Torres,60 & Above,New,2013-01-17,147,1,1736.0,2.0,2,0,1736.0,1736.0,False
5794,AW00016793,Savannah Hernandez,60 & Above,New,2013-01-07,147,1,1789.0,5.0,5,0,1789.0,1789.0,False
5795,AW00016794,Taylor Cook,60 & Above,New,2013-01-15,147,1,1786.0,3.0,3,0,1786.0,1786.0,False
5798,AW00016797,Evan Reed,60 & Above,New,2013-01-08,147,1,1732.0,4.0,4,0,1732.0,1732.0,False
5799,AW00016798,Latasha Martin,60 & Above,New,2013-01-16,147,1,1765.0,4.0,4,0,1765.0,1765.0,False
5800,AW00016799,Stephanie Gonzales,60 & Above,New,2013-01-23,147,1,1701.0,1.0,1,0,1701.0,1701.0,False
5804,AW00016803,Marcus Peterson,60 & Above,New,2013-01-14,147,1,1760.0,3.0,3,0,1760.0,1760.0,False
5805,AW00016804,Adam Zhang,60 & Above,New,2013-01-15,147,1,1728.0,3.0,3,0,1728.0,1728.0,False
5806,AW00016805,Fernando Allen,60 & Above,New,2013-01-15,147,1,1769.0,4.0,4,0,1769.0,1769.0,False
5808,AW00016807,Virginia Suri,60 & Above,New,2013-01-14,147,1,1728.0,3.0,3,0,1728.0,1728.0,False
5811,AW00016810,Michael Rodriguez,60 & Above,New,2013-10-29,138,2,3064.0,3.0,3,2,1532.0,1532.0,False
5812,AW00016811,Luis Zhang,60 & Above,New,2013-02-27,146,1,1701.0,1.0,1,0,1701.0,1701.0,False
5813,AW00016812,Alexa Richardson,60 & Above,New,2013-02-16,146,1,1736.0,2.0,2,0,1736.0,1736.0,False
5819,AW00016818,Gabrielle Reed,60 & Above,New,2013-10-07,138,1,2392.0,5.0,5,0,2392.0,2392.0,False
5820,AW00016819,Dalton Cox,60 & Above,New,2013-10-13,138,1,2317.0,2.0,2,0,2317.0,2317.0,False
5821,AW00016820,Isabella Gray,60 & Above,New,2013-12-09,136,2,3217.0,7.0,7,3,1608.5,1072.33,False
5822,AW00016821,Mary Carter,60 & Above,VIP,2013-08-19,140,3,7221.0,9.0,7,13,2407.0,555.46,False
5823,AW00016822,Marshall Lin,60 & Above,VIP,2013-09-16,139,3,7176.0,6.0,6,16,2392.0,448.5,False
5824,AW00016823,Stacy Ruiz,60 & Above,VIP,2013-09-24,139,3,7242.0,8.0,8,16,2414.0,452.63,False
5825,AW00016824,Randall Munoz,60 & Above,VIP,2013-07-31,141,3,6939.0,6.0,6,12,2313.0,578.25,False
5827,AW00016826,Roberto Vazquez,50-59,New,2013-08-23,140,3,6954.0,8.0,8,11,2318.0,632.18,False
5828,AW00016827,Jeffery Chen,50-59,VIP,2013-10-22,138,3,7205.0,8.0,7,17,2401.67,423.82,False
5829,AW00016828,Logan Mitchell,50-59,VIP,2013-10-16,138,3,7182.0,8.0,8,17,2394.0,422.47,False
5830,AW00016829,Wayne Lal,50-59,VIP,2013-10-04,138,3,7185.0,7.0,7,16,2395.0,449.06,False
5831,AW00016830,Alexandra Hall,60 & Above,VIP,2013-08-23,140,3,7138.0,6.0,6,12,2379.33,594.83,False
5832,AW00016831,Theodore Vazquez,60 & Above,VIP,2013-10-17,138,3,7206.0,7.0,6,16,2402.0,450.38,False
5833,AW00016832,Isaiah Parker,60 & Above,New,2013-10-22,138,1,2370.0,4.0,4,0,2370.0,2370.0,False
5834,AW00016833,Richard Cooper,60 & Above,New,2013-10-28,138,1,2344.0,4.0,4,0,2344.0,2344.0,False
5835,AW00016834,Morgan Peterson,60 & Above,New,2013-05-26,143,1,1751.0,2.0,2,0,1751.0,1751.0,False
5836,AW00016835,Noah Nelson,60 & Above,New,2013-10-12,138,1,2295.0,1.0,1,0,2295.0,2295.0,False
5837,AW00016836,David Thomas,50-59,New,2013-12-18,136,2,3193.0,6.0,6,4,1596.5,798.25,False
5840,AW00016839,Julia Ross,50-59,New,2013-10-10,138,1,2295.0,1.0,1,0,2295.0,2295.0,False
5841,AW00016840,Xavier Torres,50-59,New,2013-06-27,142,2,177.0,4.0,4,1,88.5,177.0,False
5845,AW00016844,Emma Robinson,40-49,New,2013-10-22,138,1,2370.0,4.0,4,0,2370.0,2370.0,False
5846,AW00016845,Andrea Adams,40-49,New,2013-10-05,138,1,2381.0,3.0,3,0,2381.0,2381.0,False
5847,AW00016846,James Phillips,50-59,New,2013-04-19,144,2,181.0,4.0,4,1,90.5,181.0,False
5850,AW00016849,Jonathan Collins,50-59,New,2014-01-05,135,2,177.0,4.0,4,1,88.5,177.0,False
5851,AW00016850,Jessica Jenkins,50-59,New,2013-10-04,138,1,2355.0,2.0,2,0,2355.0,2355.0,False
5852,AW00016851,Kevin Hayes,50-59,New,2013-10-23,138,1,2370.0,4.0,4,0,2370.0,2370.0,False
5853,AW00016852,Kate She,50-59,New,2013-10-15,138,1,2406.0,3.0,3,0,2406.0,2406.0,False
5855,AW00016854,Seth Adams,40-49,New,2013-10-04,138,1,2343.0,4.0,4,0,2343.0,2343.0,False
5860,AW00016859,Jack Kumar,50-59,New,2013-10-17,138,1,2381.0,3.0,3,0,2381.0,2381.0,False
5865,AW00016864,Grace Ramirez,50-59,New,2013-10-26,138,1,2330.0,2.0,2,0,2330.0,2330.0,False
5866,AW00016865,Jordyn Diaz,50-59,New,2013-10-22,138,1,2370.0,4.0,4,0,2370.0,2370.0,False
5867,AW00016866,Alexandra Parker,40-49,New,2013-10-13,138,1,2444.0,6.0,6,0,2444.0,2444.0,False
5868,AW00016867,Katelyn King,50-59,New,2013-10-04,138,1,2382.0,5.0,5,0,2382.0,2382.0,False
5869,AW00016868,Xavier Jackson,50-59,New,2013-10-16,138,1,2322.0,2.0,2,0,2322.0,2322.0,False
5870,AW00016869,Vanessa Patterson,50-59,New,2013-10-04,138,1,2377.0,3.0,3,0,2377.0,2377.0,False
5872,AW00016871,Anna Clark,50-59,New,2013-10-07,138,1,2317.0,2.0,2,0,2317.0,2317.0,False
5873,AW00016872,Samuel Taylor,40-49,New,2013-10-16,138,1,2359.0,5.0,5,0,2359.0,2359.0,False
5874,AW00016873,Damien Deng,60 & Above,New,2013-07-23,141,1,578.0,4.0,4,0,578.0,578.0,False
5879,AW00016878,Devin Young,60 & Above,New,2013-02-23,146,1,1736.0,2.0,2,0,1736.0,1736.0,False
5880,AW00016879,Morgan Taylor,60 & Above,New,2013-02-26,146,1,1728.0,3.0,3,0,1728.0,1728.0,False
5881,AW00016880,Edgar Patel,60 & Above,New,2013-10-24,138,1,2344.0,4.0,4,0,2344.0,2344.0,False
5882,AW00016881,Ruben Alonso,60 & Above,New,2013-10-28,138,1,2320.0,1.0,1,0,2320.0,2320.0,False
5883,AW00016882,Robert Young,50-59,New,2013-10-25,138,1,2295.0,1.0,1,0,2295.0,2295.0,False
5887,AW00016886,Aidan Flores,60 & Above,New,2013-02-04,146,1,1730.0,3.0,3,0,1730.0,1730.0,False
5888,AW00016887,Cody Rivera,60 & Above,New,2013-02-20,146,1,1770.0,4.0,4,0,1770.0,1770.0,False
5889,AW00016888,Arianna Hughes,60 & Above,New,2013-02-08,146,1,1755.0,2.0,2,0,1755.0,1755.0,False
5890,AW00016889,Daniel Rodriguez,50-59,New,2013-03-10,145,1,1730.0,3.0,3,0,1730.0,1730.0,False
5891,AW00016890,Timothy Reed,60 & Above,New,2013-03-14,145,1,1808.0,5.0,5,0,1808.0,1808.0,False
5893,AW00016892,Rebecca Evans,60 & Above,New,2013-10-25,138,1,2342.0,2.0,2,0,2342.0,2342.0,False
5894,AW00016893,Isaac Howard,60 & Above,New,2013-10-17,138,1,2326.0,3.0,3,0,2326.0,2326.0,False
5895,AW00016894,Abigail Walker,50-59,New,2013-03-07,145,1,1764.0,3.0,3,0,1764.0,1764.0,False
5896,AW00016895,Chloe Gonzales,60 & Above,New,2013-03-19,145,1,1760.0,3.0,3,0,1760.0,1760.0,False
5897,AW00016896,Natalie Perez,60 & Above,New,2013-03-16,145,1,1715.0,3.0,3,0,1715.0,1715.0,False
5898,AW00016897,Lauren Torres,60 & Above,New,2013-03-01,146,1,1764.0,3.0,3,0,1764.0,1764.0,False
5899,AW00016898,Angel Reed,60 & Above,New,2013-03-26,145,1,1751.0,2.0,2,0,1751.0,1751.0,False
5907,AW00016906,Brittany Flores,60 & Above,New,2013-08-10,140,1,2360.0,3.0,3,0,2360.0,2360.0,False
5908,AW00016907,Sarah Hall,60 & Above,New,2013-10-25,138,1,2342.0,2.0,2,0,2342.0,2342.0,False
5909,AW00016908,Kristi Patel,60 & Above,New,2013-10-06,138,1,2367.0,3.0,3,0,2367.0,2367.0,False
5910,AW00016909,Chloe Walker,60 & Above,New,2013-10-27,138,1,2377.0,3.0,3,0,2377.0,2377.0,False
5913,AW00016912,Dalton Patterson,60 & Above,New,2013-11-26,137,1,2381.0,3.0,3,0,2381.0,2381.0,False
5915,AW00016914,Alexandra Campbell,50-59,New,2013-11-28,137,1,2362.0,4.0,4,0,2362.0,2362.0,False
5916,AW00016915,Mason Phillips,40-49,New,2013-11-28,137,1,2375.0,2.0,2,0,2375.0,2375.0,False
5917,AW00016916,Cheryl Dominguez,50-59,New,2013-11-13,137,1,2435.0,8.0,8,0,2435.0,2435.0,False
5921,AW00016920,Eduardo Stewart,40-49,New,2013-03-24,145,1,1701.0,1.0,1,0,1701.0,1701.0,False
5922,AW00016921,Edwin Jai,40-49,New,2013-05-13,143,1,1755.0,2.0,2,0,1755.0,1755.0,False
5925,AW00016924,Julia Price,40-49,New,2013-04-21,144,1,1775.0,3.0,3,0,1775.0,1775.0,False
5926,AW00016925,Spencer Patterson,40-49,New,2013-04-09,144,1,1765.0,4.0,4,0,1765.0,1765.0,False
5929,AW00016928,Bryan Stewart,60 & Above,Regular,2013-06-18,142,2,4698.0,2.0,2,28,2349.0,167.79,False
5930,AW00016929,Savannah Scott,60 & Above,Regular,2013-06-24,142,2,4733.0,3.0,3,28,2366.5,169.04,False
5932,AW00016931,Dalton Lee,60 & Above,Regular,2013-06-10,142,2,4767.0,5.0,5,27,2383.5,176.56,False
5938,AW00016937,Craig Rubio,50-59,New,2013-01-16,147,2,3927.0,4.0,4,1,1963.5,3927.0,False
5939,AW00016938,Abigail Williams,60 & Above,Regular,2013-12-24,136,2,3110.0,3.0,3,19,1555.0,163.68,False
5941,AW00016940,Jenny Zeng,50-59,VIP,2013-12-26,136,2,5006.0,3.0,3,16,2503.0,312.88,False
5943,AW00016942,Kaitlyn Bennett,60 & Above,Regular,2013-02-17,146,2,2751.0,3.0,3,13,1375.5,211.62,False
5945,AW00016944,Alejandro Raji,60 & Above,New,2013-01-03,148,2,4253.0,5.0,5,5,2126.5,850.6,False
5946,AW00016945,Brianna Kelly,60 & Above,Regular,2013-12-19,136,2,3262.0,3.0,3,18,1631.0,181.22,False
5947,AW00016946,Teresa Diaz,60 & Above,Regular,2013-12-24,136,2,3071.0,4.0,4,18,1535.5,170.61,False
5948,AW00016947,Savannah Stewart,40-49,New,2013-04-16,144,1,1736.0,2.0,2,0,1736.0,1736.0,False
5950,AW00016949,Luis Flores,40-49,New,2013-04-20,144,1,1790.0,3.0,3,0,1790.0,1790.0,False
5951,AW00016950,Connor Edwards,40-49,New,2013-07-23,141,3,212.0,10.0,8,2,70.67,106.0,False
5952,AW00016951,Cassidy Bennett,40-49,New,2013-04-03,145,1,1736.0,2.0,2,0,1736.0,1736.0,False
5953,AW00016952,Thomas Martin,40-49,New,2013-05-29,143,1,1736.0,2.0,2,0,1736.0,1736.0,False
5956,AW00016955,Nathaniel Bradley,50-59,New,2013-06-28,142,1,1760.0,3.0,3,0,1760.0,1760.0,False
5957,AW00016956,Austin Flores,40-49,New,2013-04-11,144,1,1701.0,1.0,1,0,1701.0,1701.0,False
5959,AW00016958,Pedro Torres,40-49,New,2013-04-03,145,3,168.0,8.0,8,1,56.0,168.0,False
5962,AW00016961,Faith Perry,40-49,New,2013-10-30,138,1,2319.0,4.0,4,0,2319.0,2319.0,False
5968,AW00016967,Noah Hernandez,40-49,New,2013-11-10,137,1,2317.0,2.0,2,0,2317.0,2317.0,False
5969,AW00016968,Ian Griffin,40-49,New,2013-11-18,137,1,2326.0,3.0,3,0,2326.0,2326.0,False
5970,AW00016969,Jackson Turner,40-49,New,2013-11-17,137,1,2440.0,2.0,2,0,2440.0,2440.0,False
5971,AW00016970,Katherine Foster,40-49,New,2013-04-12,144,1,1755.0,2.0,2,0,1755.0,1755.0,False
5973,AW00016972,Lucas Hernandez,40-49,New,2013-04-12,144,1,1755.0,2.0,2,0,1755.0,1755.0,False
5974,AW00016973,Katherine Collins,50-59,New,2013-04-16,144,1,1858.0,5.0,5,0,1858.0,1858.0,False
5975,AW00016974,Paige Rivera,40-49,New,2013-04-09,144,1,1730.0,3.0,3,0,1730.0,1730.0,False
5977,AW00016976,Sandra Xu,50-59,New,2013-03-31,145,1,1786.0,3.0,3,0,1786.0,1786.0,False
5978,AW00016977,Noah Adams,50-59,New,2013-05-08,143,1,1710.0,2.0,2,0,1710.0,1710.0,False
5980,AW00016979,Kaitlyn Rogers,50-59,New,2013-11-13,137,1,2322.0,2.0,2,0,2322.0,2322.0,False
5982,AW00016981,Hunter Simmons,50-59,New,2013-11-17,137,1,2318.0,4.0,4,0,2318.0,2318.0,False
5984,AW00016983,Gabriel Collins,50-59,New,2013-11-23,137,1,2357.0,3.0,3,0,2357.0,2357.0,False
5985,AW00016984,Rodney Moreno,40-49,New,2013-05-15,143,1,1760.0,3.0,3,0,1760.0,1760.0,False
5988,AW00016987,Miguel Clark,50-59,New,2013-08-13,140,1,2415.0,2.0,2,0,2415.0,2415.0,False
5990,AW00016989,Emma Richardson,40-49,New,2013-11-26,137,1,2320.0,1.0,1,0,2320.0,2320.0,False
5994,AW00016993,Russell Rai,40-49,New,2013-06-25,142,1,125.0,2.0,2,0,125.0,125.0,False
5996,AW00016995,Taylor Hall,50-59,New,2013-06-11,142,1,1736.0,2.0,2,0,1736.0,1736.0,False
5997,AW00016996,Destiny Walker,50-59,New,2013-06-15,142,1,1755.0,2.0,2,0,1755.0,1755.0,False
5998,AW00016997,Natalie Allen,50-59,New,2013-05-19,143,1,1764.0,3.0,3,0,1764.0,1764.0,False
5999,AW00016998,Jennifer Lopez,40-49,New,2013-05-18,143,1,1736.0,2.0,2,0,1736.0,1736.0,False
6000,AW00016999,Chloe Kelly,50-59,New,2013-05-12,143,1,1736.0,2.0,2,0,1736.0,1736.0,False
6001,AW00017000,Miranda Henderson,50-59,New,2013-11-12,137,1,2295.0,1.0,1,0,2295.0,2295.0,False
6002,AW00017001,Ashley Moore,50-59,New,2013-11-07,137,1,2342.0,2.0,2,0,2342.0,2342.0,False
6003,AW00017002,Dylan Martin,50-59,New,2013-11-18,137,1,2332.0,4.0,4,0,2332.0,2332.0,False
6004,AW00017003,Joanna Dominguez,50-59,New,2013-10-29,138,1,2416.0,4.0,4,0,2416.0,2416.0,False
6005,AW00017004,Krista Torres,40-49,New,2013-11-01,138,1,2419.0,3.0,3,0,2419.0,2419.0,False
6006,AW00017005,Priscilla Anand,50-59,New,2013-11-21,137,1,2376.0,4.0,4,0,2376.0,2376.0,False
6007,AW00017006,Hunter Williams,50-59,New,2013-11-22,137,1,2404.0,4.0,4,0,2404.0,2404.0,False
6008,AW00017007,Samuel Hayes,50-59,New,2013-11-11,137,1,2330.0,2.0,2,0,2330.0,2330.0,False
6009,AW00017008,Connor Turner,50-59,New,2013-11-15,137,1,2317.0,2.0,2,0,2317.0,2317.0,False
6010,AW00017009,Wyatt Butler,50-59,New,2013-11-08,137,1,2352.0,3.0,3,0,2352.0,2352.0,False
6011,AW00017010,Brianna James,50-59,New,2013-11-15,137,1,2385.0,4.0,4,0,2385.0,2385.0,False
6012,AW00017011,Sara Hill,40-49,New,2013-05-08,143,1,1751.0,2.0,2,0,1751.0,1751.0,False
6013,AW00017012,Joan Collins,50-59,New,2013-05-25,143,1,1751.0,2.0,2,0,1751.0,1751.0,False
6014,AW00017013,Gabriella Mitchell,50-59,New,2013-11-18,137,1,2401.0,4.0,4,0,2401.0,2401.0,False
6018,AW00017017,Jeremiah Jones,50-59,New,2013-11-28,137,1,2332.0,3.0,3,0,2332.0,2332.0,False
6021,AW00017020,Ashley Bryant,50-59,New,2013-05-02,144,1,1715.0,3.0,3,0,1715.0,1715.0,False
6022,AW00017021,Nicole Reed,50-59,New,2013-05-21,143,1,1701.0,1.0,1,0,1701.0,1701.0,False
6023,AW00017022,Karen Morgan,50-59,New,2013-05-29,143,1,1764.0,3.0,3,0,1764.0,1764.0,False
6024,AW00017023,Jeremiah Harris,50-59,New,2013-06-12,142,1,1736.0,2.0,2,0,1736.0,1736.0,False
6025,AW00017024,Jacqueline Diaz,50-59,New,2013-05-09,143,1,1776.0,3.0,3,0,1776.0,1776.0,False
6026,AW00017025,Ryan Taylor,50-59,New,2013-07-15,141,1,1710.0,2.0,2,0,1710.0,1710.0,False
6027,AW00017026,Jordan Li,50-59,New,2013-03-20,145,3,261.0,10.0,9,0,87.0,261.0,False
6029,AW00017028,Grace Richardson,40-49,New,2013-05-20,143,1,1764.0,3.0,3,0,1764.0,1764.0,False
6030,AW00017029,Suzanne Xu,40-49,New,2013-05-27,143,1,1760.0,3.0,3,0,1760.0,1760.0,False
6031,AW00017030,Emily Russell,50-59,New,2013-05-06,143,1,1701.0,1.0,1,0,1701.0,1701.0,False
6035,AW00017034,Lauren Clark,60 & Above,New,2013-07-28,141,1,1751.0,2.0,2,0,1751.0,1751.0,False
6038,AW00017037,Kenneth Nath,50-59,New,2013-09-04,139,1,2335.0,3.0,3,0,2335.0,2335.0,False
6039,AW00017038,Ernest Wang,60 & Above,New,2013-11-02,138,1,2442.0,3.0,3,0,2442.0,2442.0,False
6040,AW00017039,Ariana Watson,60 & Above,New,2013-05-06,143,1,1800.0,3.0,3,0,1800.0,1800.0,False
6041,AW00017040,Adam Henderson,50-59,New,2013-05-26,143,1,1760.0,3.0,3,0,1760.0,1760.0,False
6042,AW00017041,Connor Perry,60 & Above,New,2013-05-21,143,1,1701.0,1.0,1,0,1701.0,1701.0,False
6043,AW00017042,Tyler Jackson,50-59,New,2013-05-27,143,1,1736.0,2.0,2,0,1736.0,1736.0,False
6044,AW00017043,Isabella Bennett,50-59,New,2013-05-02,144,1,1760.0,3.0,3,0,1760.0,1760.0,False
6046,AW00017045,Derek Goel,40-49,Regular,2013-04-20,144,2,4480.0,5.0,5,26,2240.0,172.31,False
6047,AW00017046,Preston Sai,50-59,Regular,2013-04-28,144,2,4467.0,4.0,4,26,2233.5,171.81,False
6048,AW00017047,Kendra Rubio,40-49,Regular,2013-04-02,145,2,4347.0,2.0,2,26,2173.5,167.19,False
6049,AW00017048,Natasha Gutierrez,30-39,Regular,2013-05-20,143,2,4382.0,3.0,3,27,2191.0,162.3,False
6050,AW00017049,Krystal Lu,50-59,Regular,2013-05-17,143,2,4347.0,2.0,2,26,2173.5,167.19,False
6051,AW00017050,Cristina Xie,40-49,Regular,2013-05-14,143,2,4495.0,5.0,5,26,2247.5,172.88,False
6052,AW00017051,Jessie Ortega,50-59,VIP,2013-04-27,144,2,6060.0,5.0,5,26,3030.0,233.08,False
6056,AW00017055,Willie She,30-39,Regular,2013-05-20,143,2,4347.0,2.0,2,26,2173.5,167.19,False
6057,AW00017056,Shaun Lal,50-59,Regular,2013-05-22,143,2,4417.0,3.0,3,26,2208.5,169.88,False
6065,AW00017064,Stephanie Gray,40-49,Regular,2013-05-11,143,2,4506.0,3.0,3,25,2253.0,180.24,False
6066,AW00017065,Cedric Chen,40-49,Regular,2013-06-23,142,2,4417.0,3.0,3,27,2208.5,163.59,False
6067,AW00017066,Lori Serrano,50-59,New,2013-10-01,139,2,105.0,5.0,5,1,52.5,105.0,False
6070,AW00017069,Christy Zheng,40-49,Regular,2013-06-28,142,2,4426.0,4.0,4,27,2213.0,163.93,False
6071,AW00017070,Margaret Huang,40-49,New,2013-02-20,146,2,124.0,4.0,4,0,62.0,124.0,False
6072,AW00017071,Tammy Raji,50-59,Regular,2013-06-18,142,2,4417.0,3.0,3,27,2208.5,163.59,False
6073,AW00017072,Kaitlin Kapoor,50-59,New,2013-11-25,137,2,123.0,4.0,3,1,61.5,123.0,False
6079,AW00017078,Jenny Zhu,50-59,New,2013-03-19,145,2,187.0,6.0,5,1,93.5,187.0,False
6080,AW00017079,Tracy Rai,50-59,Regular,2013-06-10,142,2,4417.0,3.0,3,26,2208.5,169.88,False
6081,AW00017080,Katelyn Peterson,40-49,Regular,2013-02-26,146,2,2732.0,5.0,5,13,1366.0,210.15,False
6083,AW00017082,Morgan Smith,40-49,New,2013-02-16,146,2,3892.0,3.0,3,5,1946.0,778.4,False
6086,AW00017085,Edwin Deng,40-49,Regular,2013-06-15,142,2,2986.0,4.0,4,12,1493.0,248.83,False
6087,AW00017086,Xavier Anderson,40-49,New,2013-02-13,146,2,4194.0,3.0,3,5,2097.0,838.8,False
6094,AW00017093,Seth Sanchez,40-49,VIP,2013-11-28,137,3,6918.0,5.0,5,15,2306.0,461.2,False
